line_key,priority,reconciliation_status,match_method,confidence_score,absolute_exposure,anomaly_flags
TXN-A-002005-L02,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,171.15,UNRESOLVED_TRANSACTION
TXN-A-002201-L4221,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,162.64,UNRESOLVED_TRANSACTION
TXN-A-002163-L4170,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,162.03,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002027-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,160.15,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002221-L4261,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,155.27,UNRESOLVED_TRANSACTION
TXN-A-002271-L4361,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,154.37,UNRESOLVED_TRANSACTION
TXN-A-002242-L4303,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,153.37,MISSING_COUNTERPART
TXN-A-001735-L3484,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,152.68,UNRESOLVED_TRANSACTION
TXN-A-001920-L3854,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,150.21,UNRESOLVED_TRANSACTION
TXN-A-002021-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,147.28,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002064-L4034,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,146.28,MISSING_COUNTERPART
TXN-A-002236-L4291,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,145.95,UNRESOLVED_TRANSACTION
TXN-A-002148-L4140,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,144.13,MISSING_COUNTERPART
TXN-A-002244-L4307,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,143.34,MISSING_COUNTERPART
TXN-A-002057-L4027,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,142.33,MISSING_COUNTERPART
TXN-A-002001-L01,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,141.25,MISSING_COUNTERPART
TXN-A-002001-L02,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,141.25,MISSING_COUNTERPART
TXN-A-002273-L4365,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,139.11,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002016-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,139.08,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002016-L02,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,139.08,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002035-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,136.68,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002153-L4150,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,135.10,UNRESOLVED_TRANSACTION
TXN-A-002167-L4178,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,131.20,UNRESOLVED_TRANSACTION
TXN-A-002075-L4045,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,130.52,MISSING_COUNTERPART
TXN-A-002249-L4317,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,130.09,MISSING_COUNTERPART
TXN-A-002030-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,128.56,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002030-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,128.56,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002037-L01,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,128.19,UNRESOLVED_TRANSACTION;UNRESOLVED_TRANSACTION
TXN-A-002037-L01,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,128.19,UNRESOLVED_TRANSACTION;UNRESOLVED_TRANSACTION
TXN-A-001910-L3834,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,126.51,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002081-L4051,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,126.48,UNRESOLVED_TRANSACTION
TXN-A-002266-L4351,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,125.14,MISSING_COUNTERPART
TXN-A-002099-L4069,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,124.98,MISSING_COUNTERPART
TXN-A-001616-L3192,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,124.50,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002036-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,124.06,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002272-L4363,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,123.07,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002045-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,123.02,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002045-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,123.02,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002184-L4204,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,122.12,MISSING_COUNTERPART
TXN-A-002024-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,114.17,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002024-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,114.17,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-001645-L3279,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,113.72,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002146-L4136,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,113.36,UNRESOLVED_TRANSACTION
TXN-A-002022-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,107.73,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002022-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,107.73,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002004-L02,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,105.79,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-001625-L3218,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,104.09,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002098-L4068,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,101.13,MISSING_COUNTERPART
TXN-A-002154-L4152,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,100.13,UNRESOLVED_TRANSACTION
TXN-A-001817-L3648,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,97.22,UNRESOLVED_TRANSACTION
TXN-A-002052-L4022,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,97.20,MISSING_COUNTERPART
TXN-A-002259-L4337,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,95.17,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002078-L4048,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,93.83,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002238-L4295,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,92.36,UNRESOLVED_TRANSACTION
TXN-A-002007-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,90.78,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002007-L02,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,90.78,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002223-L4265,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,89.05,MISSING_COUNTERPART
TXN-A-001760-L3534,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,88.31,UNRESOLVED_TRANSACTION
TXN-A-002093-L4063,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,80.75,UNRESOLVED_TRANSACTION
TXN-A-002017-L02,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,78.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-001915-L3844,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,72.91,UNRESOLVED_TRANSACTION
TXN-A-001845-L3704,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,71.30,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002269-L4357,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,71.09,MISSING_COUNTERPART
TXN-A-002187-L4207,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,69.12,MISSING_COUNTERPART
TXN-A-002066-L4036,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,65.64,MISSING_COUNTERPART
TXN-A-002074-L4044,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,64.89,MISSING_COUNTERPART
TXN-A-002157-L4158,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,63.23,UNRESOLVED_TRANSACTION
TXN-A-002265-L4349,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,62.95,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-001846-L3706,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,58.12,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002224-L4267,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,58.11,MISSING_COUNTERPART
TXN-A-002023-L01,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,54.63,UNRESOLVED_TRANSACTION
TXN-A-002174-L4192,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,53.20,UNRESOLVED_TRANSACTION
TXN-A-002253-L4325,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,49.02,UNRESOLVED_TRANSACTION
TXN-A-001646-L3282,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,47.16,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002240-L4299,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,46.56,MISSING_COUNTERPART
TXN-A-002044-L01,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,42.74,UNRESOLVED_TRANSACTION;UNRESOLVED_TRANSACTION
TXN-A-002044-L01,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,42.74,UNRESOLVED_TRANSACTION;UNRESOLVED_TRANSACTION
TXN-A-001661-L3327,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,42.37,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002169-L4182,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,40.93,UNRESOLVED_TRANSACTION
TXN-A-002195-L4215,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,36.56,MISSING_COUNTERPART
TXN-A-002220-L4259,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,36.35,MISSING_COUNTERPART
TXN-A-002070-L4040,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,33.90,MISSING_COUNTERPART
TXN-A-001516-L3091,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,29.75,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-001838-L3690,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,29.39,UNRESOLVED_TRANSACTION
TXN-A-002013-L02,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,27.47,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002251-L4321,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,26.60,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002162-L4168,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,25.03,UNRESOLVED_TRANSACTION
TXN-A-002172-L4188,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,21.82,UNRESOLVED_TRANSACTION
TXN-A-002264-L4347,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,20.07,UNRESOLVED_TRANSACTION
TXN-A-002222-L4263,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,19.72,MISSING_COUNTERPART
TXN-A-002268-L4355,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,19.51,MISSING_COUNTERPART
TXN-A-002012-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,19.26,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002012-L02,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,19.26,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002218-L4255,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,18.85,UNRESOLVED_TRANSACTION
TXN-A-002032-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,16.51,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002032-L01,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,16.51,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION;LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002263-L4345,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,16.30,MISSING_COUNTERPART
TXN-A-002067-L4037,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,15.83,MISSING_COUNTERPART
TXN-A-002091-L4061,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,15.49,MISSING_COUNTERPART
TXN-A-002170-L4184,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,14.45,UNRESOLVED_TRANSACTION
TXN-A-002082-L4052,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,8.63,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002085-L4055,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,7.20,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002101-L4071,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,0.00,UNRESOLVED_TRANSACTION
TXN-A-002102-L4072,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,0.00,UNRESOLVED_TRANSACTION
TXN-A-002104-L4074,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002105-L4075,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002106-L4076,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002107-L4077,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,0.00,UNRESOLVED_TRANSACTION
TXN-A-002108-L4078,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002109-L4079,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-A-002110-L4080,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-A-002112-L4082,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,0.00,UNRESOLVED_TRANSACTION
TXN-A-002113-L4083,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002114-L4084,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002116-L4086,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002117-L4087,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002118-L4088,MEDIUM,MISSING_IN_SOURCE_B,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-A-002119-L4089,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,0.00,UNRESOLVED_TRANSACTION
TXN-A-002120-L4090,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002121-L4091,MEDIUM,UNRESOLVED,GENERIC_STRENGTH_EQUIVALENT,85.00,0.00,UNRESOLVED_TRANSACTION
TXN-A-002122-L4092,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002124-L4094,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-A-002125-L4095,MEDIUM,UNRESOLVED,POSSIBLE_SUBSTITUTE,70.00,0.00,LOW_CONFIDENCE_MATCH;UNRESOLVED_TRANSACTION
TXN-B-001182-L2364,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001253-L2506,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001255-L2510,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001293-L2586,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001329-L2658,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001424-L2848,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001473-L2946,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001474-L2948,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001475-L2950,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001477-L2954,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001478-L2956,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001481-L2962,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001482-L2964,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001483-L2966,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001485-L2970,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001489-L2978,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001498-L2996,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001499-L2998,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001500-L3000,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001504-L3008,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001505-L3010,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001506-L3012,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001510-L3020,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001511-L3022,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001547-L3062,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001551-L3066,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001981-L4137,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001986-L4147,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001987-L4149,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001988-L4151,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001989-L4153,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001990-L4155,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001995-L4165,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-001997-L4169,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-002002-L4179,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-002004-L4183,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-002005-L4185,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-002007-L4189,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-B-002009-L4193,MEDIUM,MISSING_IN_SOURCE_A,UNMATCHED,0.00,0.00,MISSING_COUNTERPART
TXN-A-001686-L3386,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,52877.90,HIGH_VALUE_OUTLIER
TXN-A-002111-L4081,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,43016.04,HIGH_VALUE_OUTLIER
TXN-A-002134-L4112,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,42681.24,HIGH_VALUE_OUTLIER
TXN-A-002131-L4106,LOW,PRICE_DIFFERENCE,EXACT_PRIMARY_ID,100.00,30562.61,HIGH_VALUE_OUTLIER
TXN-A-001553-L3128,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,26309.72,HIGH_VALUE_OUTLIER
TXN-A-001257-L2513,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,24837.49,HIGH_VALUE_OUTLIER
TXN-A-002144-L4132,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,24786.94,HIGH_VALUE_OUTLIER
TXN-A-002135-L4114,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,21929.33,HIGH_VALUE_OUTLIER
TXN-A-001325-L2649,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,20379.64,HIGH_VALUE_OUTLIER
TXN-A-002138-L4120,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,84.40,19983.30,HIGH_VALUE_OUTLIER
TXN-A-001507-L3013,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,15554.97,HIGH_VALUE_OUTLIER
TXN-A-002141-L4126,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,86.40,15119.01,HIGH_VALUE_OUTLIER
TXN-A-002097-L4067,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,15029.69,HIGH_VALUE_OUTLIER
TXN-A-001913-L3840,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,12137.17,HIGH_VALUE_OUTLIER
TXN-A-002136-L4116,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,87.50,2639.37,HIGH_VALUE_OUTLIER
TXN-A-001898-L3810,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,2636.86,HIGH_VALUE_OUTLIER
